,spot_idx,longitude,latitude,utmk_x,utmk_y,year,month,이전 3달 평균 250m 사고빈도,전년도 같은 달 250m 사고빈도,전년도 평균 250m 사고빈도,3년 평균 250m 사고빈도,1500m 내 공사 수,2000m 내 대규모 공사,predicted,rounded_predicted,acci_rate
6199,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,8,0.0,0,0.5,0.2222222222222222,44,3,0.08595466965656673,0.0,0
6200,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,9,0.0,1,0.16666666666666666,0.2222222222222222,46,3,-0.02736542548233789,-0.0,0
6201,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,10,0.0,0,0.16666666666666666,0.25,44,1,0.09092278287444433,0.0,0
6202,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,11,0.0,1,0.16666666666666666,0.25,45,0,0.23462270172674948,0.0,0
6203,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2012,12,0.0,0,0.16666666666666666,0.2777777777777778,43,0,0.1774462560413883,0.0,0
6204,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,1,0.0,1,0.16666666666666666,0.2777777777777778,32,0,0.22364679477268146,0.0,1
6205,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,2,0.3333333333333333,1,0.4166666666666667,0.3055555555555556,32,0,0.22190769337484761,0.0,0
6206,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,3,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,34,0,0.12976862509675868,0.0,1
6207,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,4,0.6666666666666666,0,0.3333333333333333,0.3333333333333333,31,0,0.1662996987437162,0.0,0
6208,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,5,0.3333333333333333,0,0.3333333333333333,0.3333333333333333,27,0,0.05295338768032387,0.0,0
6209,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,6,0.3333333333333333,0,0.3333333333333333,0.3055555555555556,25,0,0.036486106542160446,0.0,0
6210,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,7,0.0,0,0.3333333333333333,0.3055555555555556,25,0,0.022077685881968456,0.0,1
6211,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,8,0.3333333333333333,0,0.3333333333333333,0.3055555555555556,22,0,0.0284269694571897,0.0,0
6212,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,9,0.3333333333333333,0,0.25,0.3055555555555556,27,0,0.06417172507771385,0.0,0
6213,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,10,0.3333333333333333,0,0.25,0.3055555555555556,25,0,0.05071080857489241,0.0,0
6214,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,11,0.0,0,0.25,0.3055555555555556,23,0,0.031831474908551094,0.0,0
6215,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2013,12,0.0,0,0.16666666666666666,0.2777777777777778,25,0,0.0526247564146578,0.0,1
6216,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,1,0.3333333333333333,1,0.16666666666666666,0.25,24,0,0.16779657418728977,0.0,0
6217,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,2,0.3333333333333333,0,0.25,0.25,22,0,0.03502908477000677,0.0,0
6218,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,3,0.3333333333333333,1,0.25,0.25,22,0,0.13905017853033996,0.0,0
6219,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,4,0.0,0,0.25,0.2777777777777778,23,0,0.028842301602343134,0.0,0
6220,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,5,0.0,0,0.25,0.2777777777777778,23,0,0.028842301602343134,0.0,0
6221,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,6,0.0,0,0.25,0.2777777777777778,24,0,0.03145918198169051,0.0,0
6222,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,7,0.0,1,0.25,0.2777777777777778,24,0,0.12571734289924663,0.0,1
6223,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,8,0.3333333333333333,0,0.3333333333333333,0.3055555555555556,23,0,0.029273232277768457,0.0,0
6224,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,9,0.3333333333333333,0,0.08333333333333333,0.2777777777777778,24,1,0.0060202968008402635,0.0,0
6225,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,10,0.3333333333333333,0,0.08333333333333333,0.25,25,2,0.07826764599607561,0.0,0
6226,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,11,0.0,0,0.16666666666666666,0.25,23,3,0.06961179376537441,0.0,1
6227,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2014,12,0.3333333333333333,1,0.16666666666666666,0.25,21,3,0.2149253103344928,0.0,1
6228,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2015,1,0.6666666666666666,0,0.16666666666666666,0.2777777777777778,22,3,0.19268053042955557,0.0,0
6229,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2015,2,0.6666666666666666,0,0.25,0.25,18,3,0.20407293734317067,0.0,2
6230,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2015,3,1.0,0,0.3333333333333333,0.2222222222222222,19,3,0.34980294826373326,0.0,1
6231,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2015,4,1.0,0,0.25,0.2222222222222222,18,3,0.3252021374024494,0.0,0
6232,43,126.8818440293902,37.422860170504094,945494.1480580984,1935841.2085807952,2015,5,1.0,0,0.25,0.2222222222222222,20,3,0.3320005056777209,0.0,0
